Importing plotly failed. Interactive plots will not work.
[PIPE] Frecuencia efectiva para el modelado: MS

[DEBUG-ZEROS] ---- Diagnóstico por combinación (post-resample) ----
  • 7.50E+12 | default | DISTRIBUIDORES -> n=39, %ceros=100.00%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 450M | default | FOOD SERVICE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 450M | default | GOBIERNO -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 450M | default | MAYOREO -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 450M | default | OTROS -> n=40, %ceros=77.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 450M | default | PROXIMIDAD -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 450M | default | TIENDAS -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 900M | default | AUTOSERVICIOS -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | DETALLE -> n=40, %ceros=20.00%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | DISTRIBUIDORES -> n=40, %ceros=7.50%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | E-COMMERCE -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 900M | default | FOOD SERVICE -> n=40, %ceros=32.50%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | GOBIERNO -> n=40, %ceros=67.50%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | OTROS -> n=40, %ceros=25.00%, pasa_filtro=True
  • CREMA ACIDA BAJA EN GRASA 900M | default | PROXIMIDAD -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA ACIDA BAJA EN GRASA 900M | default | TIENDAS -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | AUTOSERVICIOS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | DETALLE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | DISTRIBUIDORES -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA ACIDA SELECTA 426 ML | default | E-COMMERCE -> n=40, %ceros=22.50%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | FOOD SERVICE -> n=40, %ceros=17.50%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | GOBIERNO -> n=40, %ceros=22.50%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | MAYOREO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | OTROS -> n=40, %ceros=17.50%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | PROXIMIDAD -> n=40, %ceros=20.00%, pasa_filtro=True
  • CREMA ACIDA SELECTA 426 ML | default | TIENDAS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA CRRCO 200 ML | default | OTROS -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA CRRCO 450 ML | default | MAYOREO -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA CRRCO 450 ML | default | OTROS -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA CRUDA GRANEL 40 | default | B2B -> n=40, %ceros=22.50%, pasa_filtro=True
  • CREMA CRUDA GRANEL 40 | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | AUTOSERVICIOS -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | DETALLE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | DISTRIBUIDORES -> n=40, %ceros=47.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 200ML | default | E-COMMERCE -> n=40, %ceros=87.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | FOOD SERVICE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | GOBIERNO -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | MAYOREO -> n=40, %ceros=47.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 200ML | default | OTROS -> n=40, %ceros=75.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | PROXIMIDAD -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 200ML | default | TIENDAS -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | AUTOSERVICIOS -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | DETALLE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | DISTRIBUIDORES -> n=40, %ceros=67.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 450ML | default | E-COMMERCE -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | FOOD SERVICE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | GOBIERNO -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | MAYOREO -> n=40, %ceros=72.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | OTROS -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 450ML | default | PROXIMIDAD -> n=40, %ceros=67.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 450ML | default | TIENDAS -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 900 ML | default | AUTOSERVICIOS -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 900 ML | default | CLUB DE PRECIOS -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 900 ML | default | DETALLE -> n=40, %ceros=47.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 900 ML | default | DISTRIBUIDORES -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 900 ML | default | FOOD SERVICE -> n=40, %ceros=40.00%, pasa_filtro=True
  • CREMA DESLACTOSADA 900 ML | default | GOBIERNO -> n=40, %ceros=85.00%, pasa_filtro=False
  • CREMA DESLACTOSADA 900 ML | default | MAYOREO -> n=40, %ceros=27.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 900 ML | default | OTROS -> n=40, %ceros=57.50%, pasa_filtro=True
  • CREMA DESLACTOSADA 900 ML | default | PROXIMIDAD -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA DESLACTOSADA 900 ML | default | TIENDAS -> n=40, %ceros=27.50%, pasa_filtro=True
  • CREMA ENT PAST ACIDA 426 ML PQ C/24 | default | CLUB DE PRECIOS -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA ENT PAST ACIDA 945ML WM | default | AUTOSERVICIOS -> n=40, %ceros=87.50%, pasa_filtro=False
  • CREMA ENT PAST ACIDA 945ML WM | default | DETALLE -> n=40, %ceros=95.00%, pasa_filtro=False
  • CREMA ENT PAST ACIDA 945ML WM | default | MAYOREO -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA ENT PAST ACIDA 945ML WM | default | OTROS -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA P/BATIR CB 1LT | default | DETALLE -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA P/BATIR CB 1LT | default | DISTRIBUIDORES -> n=40, %ceros=40.00%, pasa_filtro=True
  • CREMA P/BATIR CB 1LT | default | E-COMMERCE -> n=40, %ceros=37.50%, pasa_filtro=True
  • CREMA P/BATIR CB 1LT | default | FOOD SERVICE -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA P/BATIR CB 1LT | default | GOBIERNO -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA P/BATIR CB 1LT | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA P/BATIR CB 1LT | default | OTROS -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA P/BATIR CB 1LT | default | PROXIMIDAD -> n=40, %ceros=97.50%, pasa_filtro=False
  • CREMA P/BATIR CB 1LT | default | TIENDAS -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA P/BATIR RICH GRANEL | default | FOOD SERVICE -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | AUTOSERVICIOS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | DETALLE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | DISTRIBUIDORES -> n=40, %ceros=20.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | E-COMMERCE -> n=40, %ceros=17.50%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | FOOD SERVICE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | GOBIERNO -> n=40, %ceros=17.50%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | MAYOREO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | OTROS -> n=40, %ceros=17.50%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | PROXIMIDAD -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 200 ML | default | TIENDAS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | AUTOSERVICIOS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | DETALLE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | DISTRIBUIDORES -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | E-COMMERCE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | FOOD SERVICE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | GOBIERNO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | MAYOREO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | OTROS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | PROXIMIDAD -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 426 ML | default | TIENDAS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | AUTOSERVICIOS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | CLUB DE PRECIOS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | DETALLE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | DISTRIBUIDORES -> n=40, %ceros=95.00%, pasa_filtro=False
  • CREMA PAST DESLACT 900 ML | default | E-COMMERCE -> n=40, %ceros=85.00%, pasa_filtro=False
  • CREMA PAST DESLACT 900 ML | default | FOOD SERVICE -> n=40, %ceros=22.50%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | GOBIERNO -> n=40, %ceros=95.00%, pasa_filtro=False
  • CREMA PAST DESLACT 900 ML | default | MAYOREO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | OTROS -> n=40, %ceros=35.00%, pasa_filtro=True
  • CREMA PAST DESLACT 900 ML | default | TIENDAS -> n=40, %ceros=67.50%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | AUTOSERVICIOS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | DETALLE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | DISTRIBUIDORES -> n=40, %ceros=92.50%, pasa_filtro=False
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | E-COMMERCE -> n=40, %ceros=17.50%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | FOOD SERVICE -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | GOBIERNO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | MAYOREO -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | OTROS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | PROXIMIDAD -> n=40, %ceros=22.50%, pasa_filtro=True
  • CREMA REDUCIDA PAST ACIDA 426 ML | default | TIENDAS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA SELECTA 450 ML | default | AUTOSERVICIOS -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | DETALLE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | DISTRIBUIDORES -> n=40, %ceros=92.50%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | E-COMMERCE -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | FOOD SERVICE -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | GOBIERNO -> n=40, %ceros=82.50%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | MAYOREO -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | OTROS -> n=40, %ceros=77.50%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | PROXIMIDAD -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA SELECTA 450 ML | default | TIENDAS -> n=40, %ceros=80.00%, pasa_filtro=False
  • CREMA SELECTA 900 ML | default | AUTOSERVICIOS -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | CLUB DE PRECIOS -> n=40, %ceros=55.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | DETALLE -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | DISTRIBUIDORES -> n=40, %ceros=5.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | E-COMMERCE -> n=40, %ceros=85.00%, pasa_filtro=False
  • CREMA SELECTA 900 ML | default | FOOD SERVICE -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | GOBIERNO -> n=40, %ceros=22.50%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | OTROS -> n=40, %ceros=15.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | PROXIMIDAD -> n=40, %ceros=10.00%, pasa_filtro=True
  • CREMA SELECTA 900 ML | default | TIENDAS -> n=40, %ceros=0.00%, pasa_filtro=True
  • CROISSANT | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • DEGUSTACION BEBIDA VEGETAL ALMENDRA UHT SEEDS CRYS 250ML | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • DEGUSTACION LECHE DESCR EXTRA PROTEINA UHT DESL CRYS 250ML | default | GEPP -> n=40, %ceros=97.50%, pasa_filtro=False
  • DEGUSTACION LECHE DESCR EXTRA PROTEINA UHT DESL CRYS 250ML | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • DEGUSTACION LECHE SELEC BROWNIE DE CHOCO UHT DESL 250ML | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • DEGUSTACION LECHE SEMI CHOCO UHT DESL SLIM LEAF 200ML GEPP | default | GEPP -> n=40, %ceros=97.50%, pasa_filtro=False
  • DEGUSTACION YOGHURT BAT FRESA C/CEREALES PAST 125G | default | DETALLE -> n=40, %ceros=92.50%, pasa_filtro=False
  • DEGUSTACION YOGHURT BAT FRESA C/CEREALES PAST 125G | default | FOOD SERVICE -> n=40, %ceros=97.50%, pasa_filtro=False
  • DEGUSTACION YOGHURT BAT FRESA C/CEREALES PAST 125G | default | MAYOREO -> n=40, %ceros=97.50%, pasa_filtro=False
  • DEGUSTACION YOGHURT BAT FRESA C/CEREALES PAST 125G | default | OTROS -> n=40, %ceros=95.00%, pasa_filtro=False
  • DEGUSTACION YOGHURT BAT NATURAL ENDULZADO PAST 125G | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA CARNES FRIAS | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA CARNES FRIAS | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA CARNES FRIAS | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA DULCE | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA DULCE | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA DULCE | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA POLLO | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA POLLO | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENSALADA POLLO | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO 1 LT | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO 1 LT | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO 500 MM | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO 500 MM | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO BUTTERED PECAN 1 LT | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO BUTTERED PECAN 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO COOKIES'N CREAM 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO DUTCH CHOCOLATE 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO HOMEMADE VAINILLA 1 LT | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO HOMEMADE VAINILLA 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO LIMON AGUA 1 LT | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO LIMON AGUA 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO PISTACHIO ALMOND 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO ROKY ROAD 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO STRAWBERRY 1 LT | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • ENVASE HELADO STRAWBERRY 500 MM | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • EXPRESSO CORTADO 4 OZ | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FORTI MEDIA CREMA BASE 250 ML | default | DETALLE -> n=40, %ceros=97.50%, pasa_filtro=False
  • FORTI MEDIA CREMA BASE 250 ML | default | DISTRIBUIDORES -> n=40, %ceros=95.00%, pasa_filtro=False
  • FORTI MEDIA CREMA BASE 250 ML | default | MAYOREO -> n=40, %ceros=97.50%, pasa_filtro=False
  • FORTI MEDIA CREMA BASE 250 ML | default | OTROS -> n=40, %ceros=92.50%, pasa_filtro=False
  • FORTI MEDIA CREMA BASE 250 ML | default | PROXIMIDAD -> n=40, %ceros=95.00%, pasa_filtro=False
  • FORTI MEDIA CREMA BASE 250 ML | default | TIENDAS -> n=40, %ceros=95.00%, pasa_filtro=False
  • FORTI REGULAR SIX PACK S/TAPA 1 LT C/U | default | DETALLE -> n=40, %ceros=92.50%, pasa_filtro=False
  • FORTI REGULAR SIX PACK S/TAPA 1 LT C/U | default | GEPP -> n=40, %ceros=12.50%, pasa_filtro=True
  • FORTI REGULAR SIX PACK S/TAPA 1 LT C/U | default | OTROS -> n=40, %ceros=85.00%, pasa_filtro=False
  • FORTILECHE U.P.ENTERA CON G.V. | default | AUTOSERVICIOS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | CLUB DE PRECIOS -> n=40, %ceros=95.00%, pasa_filtro=False
  • FORTILECHE U.P.ENTERA CON G.V. | default | DETALLE -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | DISTRIBUIDORES -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | FOOD SERVICE -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | GOBIERNO -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | OTROS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | PROXIMIDAD -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE U.P.ENTERA CON G.V. | default | TIENDAS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | AUTOSERVICIOS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | DETALLE -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | DISTRIBUIDORES -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | FOOD SERVICE -> n=40, %ceros=2.50%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | GOBIERNO -> n=40, %ceros=97.50%, pasa_filtro=False
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | OTROS -> n=40, %ceros=42.50%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | PROXIMIDAD -> n=40, %ceros=2.50%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA 1.5 L | default | TIENDAS -> n=40, %ceros=2.50%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | AUTOSERVICIOS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | DETALLE -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | DISTRIBUIDORES -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | FOOD SERVICE -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | GOBIERNO -> n=40, %ceros=5.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | OTROS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | PROXIMIDAD -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP DESLACTOSADA EDGE 1 L | default | TIENDAS -> n=40, %ceros=2.50%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | AUTOSERVICIOS -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | DETALLE -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | DISTRIBUIDORES -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | FOOD SERVICE -> n=40, %ceros=2.50%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | GOBIERNO -> n=40, %ceros=5.00%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | MAYOREO -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | OTROS -> n=40, %ceros=17.50%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | PROXIMIDAD -> n=40, %ceros=0.00%, pasa_filtro=True
  • FORTILECHE UP REGULAR  1.5 L | default | TIENDAS -> n=40, %ceros=2.50%, pasa_filtro=True
  • FRAPPE FRUTAL 12 OZ | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE FRUTAL 12 OZ | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE FRUTAL 12 OZ | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE MOKA 12 OZ | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE MOKA 12 OZ | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE MOKA 16 OZ | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE MOKA 16 OZ | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE MOKA 16 OZ | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE SABORIZADO 12 OZ | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE SABORIZADO 12 OZ | default | TIENDAS -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE SABORIZADO 16 OZ | default | DETALLE -> n=40, %ceros=100.00%, pasa_filtro=False
  • FRAPPE SABORIZADO 16 OZ | default | OTROS -> n=40, %ceros=100.00%, pasa_filtro=False
